Address,Size,Function,,
0x000000000000b990,40,core::ptr::read::hbd8fe0daa2b4a7aa,,
0x000000000000c070,40,<blog_os::vga_buffer::Writer as core::fmt::Write>::write_str::hd8f2c201068a7cc4,,
0x000000000000c450,40,core::option::Option<T>::ok_or::he38f4541e11dc389,,
0x000000000000d790,40,<bootloader::bootinfo::memory_map::MemoryMap as core::ops::deref::Deref>::deref::hfae6f5a2768a92bf,,
0x000000000000d960,40,core::slice::<impl core::ops::index::Index<I> for [T]>::index::h1b3e86da79654e17,,
0x000000000000d9a0,40,core::cmp::Ord::min::ha0aebd4cdfbef31e,,
0x000000000000db00,40,<usize as core::iter::range::Step>::add_usize::hc3ca1d89f1f87d13,,
0x000000000000deb0,40,core::ptr::swap_nonoverlapping_one::h52e45883b8bf3c34,,
0x000000000000e170,40,<core::ops::range::Range<usize> as core::slice::SliceIndex<[T]>>::get_unchecked::h6d8a547476111326,,
0x000000000000e390,40,core::iter::traits::iterator::Iterator::try_for_each::h138eb96fa2c24458,,
0x0000000000014770,40,core::fmt::Formatter::debug_tuple::h3e5fd52baf849323,,
0x00000000000162d0,40,core::fmt::builders::DebugStruct::finish::hdc8169e2134f5e9b,,
0x0000000000016dd0,40,<core::ops::range::RangeTo<usize> as core::slice::SliceIndex<[T]>>::get_unchecked_mut::ha97296e75f81007e,,
0x0000000000016e20,40,<core::ops::range::Range<usize> as core::slice::SliceIndex<[T]>>::get_unchecked_mut::h27f803e35c0b4e52,,
0x0000000000017040,40,core::iter::traits::iterator::Iterator::step_by::h28bd23459d494607,,
0x00000000000172e0,40,core::result::Result<T,E>::expect::h38d01abb2311eefc,
0x0000000000018c60,40,core::ptr::swap_nonoverlapping_one::h46ea451513912d37,,
0x0000000000019090,40,linked_list_allocator::align_up::hd22bc3d53efc273d,,
0x0000000000019100,40,linked_list_allocator::align_down::h215054f4ef2e00a2,,
0x00000000000194a0,40,core::sync::atomic::AtomicBool::compare_exchange::h8d1a0c60d02fc749,,
0x0000000000019a80,40,core::sync::atomic::atomic_store::h997498649750af7c,,
0x000000000001a040,40,spin::mutex::Mutex<T>::lock::hd8bf68c265683663,,
0x000000000001a2c0,40,core::result::Result<T,E>::unwrap::h4756325fd5938c96,
0x000000000001a3a0,40,core::alloc::Layout::from_size_align_unchecked::hb88b1d80d9ace529,,
0x000000000001a500,40,core::alloc::Layout::new::h9eaf1396f6933dd2,,
0x000000000001c3e0,40,pc_keyboard::ConsumeState::extract_state::h48e38fd25ef81397,,
0x000000000001e780,40,core::iter::adapters::Map<I,F>::new::hd93a298243378fdd,
0x000000000001e7d0,40,core::iter::adapters::Map<I,F>::new::hf44a84351f9b3801,
0x000000000001e940,40,core::iter::traits::iterator::Iterator::flat_map::h92d2a529e2cee558,,
0x000000000001ea50,40,core::iter::adapters::Filter<I,P>::new::h5cb2f8819e37f88c,
0x000000000001eab0,40,<core::iter::adapters::StepBy<I> as core::iter::traits::iterator::Iterator>::next::hbb3317bfaae3b9f3,,
0x000000000001ebb0,40,core::iter::traits::iterator::Iterator::try_for_each::hbe981527f3e4199b,,
0x000000000001f2a0,40,core::iter::traits::iterator::Iterator::any::h43ae078cd11494ab,,
0x000000000001f650,40,pic8259_simple::ChainedPics::handles_interrupt::h755f8cadd03852a1,,
0x000000000001f6d0,40,pic8259_simple::Pic::handles_interrupt::hdd12f0f2d23cce5f,,
0x000000000001fb10,40,core::iter::traits::iterator::Iterator::try_for_each::call::{{closure}}::hb9baf114bfa40f83,,
0x000000000001fd30,40,core::sync::atomic::AtomicBool::compare_exchange::hc6b62717a10f2803,,
0x000000000001ff60,40,core::sync::atomic::AtomicUsize::compare_exchange::hbe36a0e37efe159f,,
0x0000000000020270,40,core::sync::atomic::atomic_store::ha5553fe0d387a4a2,,
0x0000000000020b00,40,core::fmt::num::<impl core::fmt::Debug for u64>::fmt::h98f06e23a5dc3c9c,,
0x0000000000021020,40,x86_64::structures::paging::page_table::PageTableEntry::set_addr::heaf427970a711af8,,
0x00000000000210a0,40,x86_64::structures::paging::page_table::PageTableEntry::set_frame::haf809ab5c1bc351c,,
0x0000000000021460,40,core::num::<impl core::convert::TryFrom<u64> for u16>::try_from::hc2d35a94ea5c6b9f,,
0x00000000000214c0,40,x86_64::structures::paging::mapper::offset_page_table::OffsetPageTable::new::he45efeabd49330de,,
0x0000000000021500,40,<x86_64::structures::paging::mapper::offset_page_table::PhysOffset as x86_64::structures::paging::mapper::mapped_page_table::PhysToVirt>::phys_to_virt::hb6afa60b0c068e65,,
0x00000000000216e0,40,core::fmt::num::<impl core::fmt::Debug for u64>::fmt::h66a1570f2f4d5813,,
0x0000000000021f80,40,x86_64::structures::paging::mapper::mapped_page_table::MappedPageTable<P>::new::h61396c8b2bec7831,,
0x00000000000226e0,40,x86_64::structures::idt::InterruptDescriptorTable::load::h44dcd83cd5805e66,,
0x00000000000240c0,40,x86_64::addr::VirtAddr::align_down::hc23e6602823972ae,,
0x0000000000024110,40,x86_64::addr::align_down::hc0d236d63d53a9c0,,
0x0000000000024590,40,x86_64::addr::PhysAddr::align_down::h030683d4fb077e50,,
0x0000000000004780,32,core::slice::<impl [T]>::len::hab36729b8683e656,,
0x0000000000006080,32,core::iter::LoopState<C,B>::break_value::hb5c375ef8a49a521,
0x0000000000009120,32,alloc::raw_vec::RawVec<T,A>::reserve_internal::{{closure}}::h52f201fdf07b7d7a,
0x000000000000d8b0,32,core::slice::<impl [T]>::len::hffbe1b1071b23e81,,
0x00000000000178d0,32,core::ptr::non_null::NonNull<T>::new_unchecked::h9de722f295f1927c,,
0x000000000001a0d0,32,core::result::Result<T,E>::ok::hcb210471898be9cb,
0x000000000001a560,32,core::alloc::Layout::array::{{closure}}::h1aa453fe2fa7413e,,
0x000000000001f360,32,core::slice::<impl [T]>::len::h53586e9b50d6fbdd,,
0x0000000000020020,32,core::slice::<impl [T]>::len::hc3803ff029a13ec1,,
0x0000000000020540,32,core::iter::adapters::Cloned<I>::new::hfb31ee90767daaf8,,
0x0000000000020d80,32,core::slice::<impl [T]>::len::h1f23622613cbaf94,,
0x0000000000021860,32,core::slice::<impl [T]>::len::he038876cb5dd4621,,
0x0000000000021e70,32,x86_64::structures::paging::mapper::MapperFlush<S>::new::h57924ecb1468cd7c,,
0x0000000000024620,32,<x86_64::addr::PhysAddr as core::cmp::PartialEq>::eq::hc260c4e38e8f603a,,
0x0000000000004270,24,<blog_os::interrupts::IDT as core::ops::deref::Deref>::deref::hdd70e0f2bce7b8c1,,
0x00000000000042a0,24,<blog_os::interrupts::keyboard_interrupt_handler::KEYBOARD as core::ops::deref::Deref>::deref::h342f19841dcae871,,
0x00000000000042d0,24,alloc::slice::<impl [T]>::into_vec::h8b63c47104944354,,
0x0000000000004330,24,core::cmp::impls::<impl core::cmp::PartialOrd for u64>::partial_cmp::hd1ffabb77fecd358,,
0x0000000000004360,24,core::cmp::impls::<impl core::cmp::Ord for u64>::cmp::ha74ef6bf7ebc169e,,
0x00000000000046e0,24,<x86_64::structures::paging::page::Page<S> as core::cmp::PartialOrd>::le::{{closure}}::hce93f56bf72879c9,,
0x0000000000004720,24,core::slice::from_raw_parts::h7a734dfc5cbd1b20,,
0x0000000000004750,24,core::slice::from_raw_parts_mut::h1a160ac439629ca3,,
0x00000000000047b0,24,core::slice::<impl core::ops::index::IndexMut<I> for [T]>::index_mut::h6fde886fc5c3a4fa,,
0x0000000000004e90,24,<u64 as core::ops::arith::Add>::add::h0179ea8d569b5ad9,,
0x0000000000004ed0,24,core::ops::function::impls::<impl core::ops::function::FnMut<A> for &mut F>::call_mut::h2a7ff9d13bd44eab,,
0x0000000000004f00,24,blog_os::memory::BootInfoFrameAllocator::usable_frames::{{closure}}::h4d41e8049290a41c,,
0x0000000000004f40,24,core::ops::function::impls::<impl core::ops::function::FnOnce<A> for &mut F>::call_once::h16aec13f4461888c,,
0x0000000000005110,24,alloc::vec::Vec<T>::new::he5b9d732b5f30646,,
0x0000000000005200,24,alloc::vec::Vec<T>::reserve::h2b21e4aff453ed31,,
0x0000000000005230,24,alloc::vec::Vec<T>::as_mut_ptr::hc58e1fe1ad7354cb,,
0x0000000000005290,24,alloc::vec::Vec<T>::as_ptr::hf63df8db60660eda,,
0x00000000000052f0,24,<alloc::vec::Vec<T> as core::ops::index::IndexMut<I>>::index_mut::h770a3ce66399fa83,,
0x0000000000005340,24,core::num::ptr_try_from_impls::<impl core::convert::TryFrom<usize> for u64>::try_from::h0ba59a31f0f29ff4,,
0x0000000000005380,24,volatile::Volatile<T>::write::h9687ad3d9e0f55ac,,
0x0000000000005480,24,core::cell::Cell<T>::new::hcf686505384e2740,,
0x00000000000054d0,24,core::cell::Cell<T>::set::h7e2a70826eba425a,,
0x0000000000005500,24,core::cell::Cell<T>::replace::h53b3f8a708ab6441,,
0x0000000000005540,24,<x86_64::structures::paging::page_table::PageTableFlags as core::ops::bit::BitOr>::bitor::h5872ae5293c5791b,,
0x0000000000005750,24,core::cmp::max::hc7fca667d30f78f5,,
0x0000000000005870,24,core::cmp::PartialEq::ne::hb281c03a09b2c7f4,,
0x00000000000058a0,24,blog_os::memory::init::haceaf7a20ba5e594,,
0x0000000000005940,24,blog_os::memory::BootInfoFrameAllocator::init::hf1d1dae3f4f7f4f2,,
0x0000000000005bd0,24,<core::ops::range::RangeFull as core::slice::SliceIndex<[T]>>::index_mut::h7977b75934064f7b,,
0x00000000000061e0,24,blog_os::init::h95599f0274563e1c,,
0x00000000000062c0,24,__rg_alloc,,
0x00000000000063c0,24,core::result::Result<T,E>::unwrap::h532e0ec127b0342a,
0x0000000000006bb0,24,alloc::boxed::Box<T>::into_unique::h12b2de6534e3ef7c,,
0x0000000000006be0,24,alloc::boxed::Box<T>::into_raw::h445f93a6f3eff87c,,
0x0000000000006c10,24,alloc::boxed::Box<T>::into_raw_non_null::hc647f731847a7386,,
0x0000000000006c90,24,<alloc::boxed::Box<T> as core::fmt::Pointer>::fmt::h8b1094f279a686d6,,
0x0000000000006d90,24,x86_64::structures::paging::mapper::MapperFlush<S>::flush::h6ebd9d2f3bbc5e58,,
0x0000000000006eb0,24,_start,,
0x00000000000076f0,24,<core::marker::PhantomData<T> as core::cmp::PartialOrd>::partial_cmp::h42e49bdc23de3d87,,
0x0000000000007ba0,24,core::intrinsics::copy_nonoverlapping::hdb5ad1d4c484815e,,
0x0000000000007c80,24,alloc::rc::RcBoxPtr::strong::h5b5ff039fa30c742,,
0x0000000000007d70,24,alloc::rc::Rc<T>::from_inner::h6f9ec4dd1db8f5d3,,
0x0000000000007f90,24,alloc::rc::RcBoxPtr::weak::h8e41fe06080403e7,,
0x0000000000008050,24,alloc::alloc::alloc::h4e4cbb3ece8245aa,,
0x00000000000082c0,24,core::mem::swap::h4fe3071194bcb07a,,
0x0000000000008330,24,core::mem::replace::hd08dd406e8be16f0,,
0x0000000000008420,24,core::cell::UnsafeCell<T>::new::he644f041da4be4e7,,
0x00000000000086f0,24,<&mut T as core::fmt::Debug>::fmt::h3c40a12f3b4a2e90,,
0x0000000000008740,24,core::ptr::unique::Unique<T>::new_unchecked::h8a932041b24b5abc,,
0x0000000000008790,24,core::ptr::unique::Unique<T>::new_unchecked::hb593cda2d75e5566,,
0x0000000000008850,24,<T as core::convert::Into<U>>::into::haf675efdeae3a71b,,
0x0000000000008ee0,24,<&mut W as core::fmt::Write>::write_str::ha96b03d7d1ff501d,,
0x0000000000008f20,24,<&mut W as core::fmt::Write>::write_char::h6a64578b8f33524c,,
0x000000000000a720,24,core::option::Option<T>::as_mut::h6e9ea919cd3b513b,,
0x000000000000a760,24,core::option::Option<T>::as_ref::h26b12ede72bba4a2,,
0x000000000000a7b0,24,core::option::Option<T>::as_ref::h86c246e1e018fa02,,
0x000000000000a7f0,24,core::option::Option<T>::as_ref::h8736a3e66a4443d9,,
0x000000000000a830,24,core::option::Option<T>::as_ref::h88a8a89d48aadc51,,
0x000000000000a870,24,core::option::Option<T>::as_ref::hbeef5afb660b9503,,
0x000000000000a8d0,24,<core::option::Option<T> as core::ops::try::Try>::from_error::h6f2d569a6ec4b271,,
0x000000000000a8f0,24,<core::option::Option<T> as core::ops::try::Try>::into_result::h4a84d55c7c925f2e,,
0x000000000000a910,24,blog_os::gdt::init::h174b6096d59bb38c,,
0x000000000000a980,24,<blog_os::gdt::GDT as core::ops::deref::Deref>::deref::h3c416f7306f0bf4f,,
0x000000000000a9b0,24,<blog_os::gdt::TSS as core::ops::deref::Deref>::deref::h7ae78acf85402ccc,,
0x000000000000a9e0,24,spin::mutex::Mutex<T>::obtain_lock::h38f329991f29dc15,,
0x000000000000aa30,24,spin::mutex::Mutex<T>::obtain_lock::h926c6e1e1d5a8663,,
0x000000000000aa80,24,spin::mutex::Mutex<T>::obtain_lock::h9d886e37a8a01921,,
0x000000000000acd0,24,<spin::mutex::MutexGuard<T> as core::ops::drop::Drop>::drop::h8eda1b09c9035f4b,,
0x000000000000ad00,24,<spin::mutex::MutexGuard<T> as core::ops::drop::Drop>::drop::h93675f18175295e8,,
0x000000000000ad30,24,<spin::mutex::MutexGuard<T> as core::ops::drop::Drop>::drop::hf60c35983f78945b,,
0x000000000000af90,24,spin::once::Once<T>::force_get::hd26ba203f5903604,,
0x000000000000b180,24,spin::once::Once<T>::force_get::h38575e1c7193884a,,
0x000000000000b3c0,24,spin::once::Once<T>::force_get::h5387cac87a518c38,,
0x000000000000b600,24,spin::once::Once<T>::force_get::hd0a5ad14fbe59c94,,
0x000000000000b830,24,spin::once::Once<T>::force_get::h4167001e013f8128,,
0x000000000000ba50,24,core::ptr::<impl *mut T>::add::hd90b6e8b286e2346,,
0x000000000000ba80,24,core::ptr::<impl *mut T>::offset::ha9eaea52b8eeebc4,,
0x000000000000c190,24,<blog_os::vga_buffer::WRITER as core::ops::deref::Deref>::deref::h7db304cb56e59170,,
0x000000000000c1c0,24,core::intrinsics::copy_nonoverlapping::h1284dc83a916b825,,
0x000000000000c2b0,24,core::mem::swap::hd879974905930734,,
0x000000000000c980,24,<u16 as bit_field::BitField>::bit_length::ha717eaa5bc16a86c,,
0x000000000000cf20,24,<u64 as bit_field::BitField>::bit_length::h68f409875d085a69,,
0x000000000000d710,24,bootloader::bootinfo::memory_map::FrameRange::start_addr::h578221d56f9ffd7d,,
0x000000000000d750,24,bootloader::bootinfo::memory_map::FrameRange::end_addr::h80cdebcc31ca36ed,,
0x000000000000d8e0,24,core::ptr::<impl *const T>::add::h49b865d48337c01e,,
0x000000000000d910,24,core::ptr::<impl *const T>::offset::h6b6dabfaba095d71,,
0x000000000000da20,24,core::cmp::min::h97d0ae5f8b10e92f,,
0x000000000000da70,24,<T as core::convert::TryFrom<U>>::try_from::h66d3b02e49c56791,,
0x000000000000db40,24,core::mem::swap::h5c3bd80d5f797544,,
0x000000000000dba0,24,core::slice::from_raw_parts::h386a22e6a7604714,,
0x000000000000de00,24,core::ptr::<impl *mut T>::add::h86947fb36d1b09ef,,
0x000000000000de30,24,core::ptr::<impl *mut T>::offset::h5b3a058b7bc5a44b,,
0x000000000000dfa0,24,core::ptr::<impl *const T>::wrapping_add::h5d9aba42c448fd2e,,
0x000000000000dfd0,24,core::ptr::<impl *const T>::wrapping_offset::hb1b85435adda715f,,
0x000000000000e000,24,core::intrinsics::copy_nonoverlapping::h8929168e91c6111b,,
0x000000000000e040,24,core::intrinsics::copy_nonoverlapping::hcaf00fddc1149441,,
0x000000000000ead0,24,core::iter::traits::iterator::Iterator::find::ha7f751892c5af1d9,,
0x000000000000eb10,24,core::iter::traits::iterator::Iterator::filter::h64e3dbafbeb11b3f,,
0x000000000000eb30,24,core::slice::from_raw_parts_mut::hc61f2e3f5da05436,,
0x000000000000eb80,24,core::slice::<impl [T]>::get_unchecked_mut::ha35646d23cbc4113,,
0x000000000000ebb0,24,core::slice::<impl [T]>::get_unchecked_mut::hb0bf278db74709fa,,
0x000000000000ebe0,24,<usize as core::slice::SliceIndex<[T]>>::get_unchecked_mut::h23d9f88b5519df1b,,
0x000000000000ec20,24,core::slice::<impl [T]>::is_empty::hefab075bc93c5008,,
0x000000000000ec50,24,<&T as core::fmt::Display>::fmt::he487ae29a71dee33,,
0x0000000000014720,24,core::fmt::Formatter::debug_struct::h5cdd493516e8a012,,
0x0000000000017170,24,core::num::<impl usize>::wrapping_sub::h147bf7356e5f7d81,,
0x00000000000177b0,24,core::num::<impl usize>::wrapping_add::h7093bd723767758f,,
0x00000000000177e0,24,core::num::<impl usize>::wrapping_sub::h336b2951da3e154a,,
0x00000000000178a0,24,<core::ptr::non_null::NonNull<T> as core::convert::From<core::ptr::unique::Unique<T>>>::from::h874b04ff71c60b52,,
0x00000000000179f0,24,core::ptr::<impl *mut T>::write::h26f9fca17de018b4,,
0x0000000000017ae0,24,linked_list_allocator::hole::HoleList::min_size::h3b9e7624f0487530,,
0x00000000000183d0,24,linked_list_allocator::hole::Hole::info::h17a8c4ef7964d13d,,
0x00000000000189b0,24,linked_list_allocator::hole::deallocate::{{closure}}::hcfc1ec8abfdcda4d,,
0x0000000000018c00,24,core::ptr::<impl *mut T>::add::h3dc0f26a8934baef,,
0x0000000000018c30,24,core::ptr::<impl *mut T>::offset::h5a6c30cac97c0d06,,
0x0000000000018d50,24,core::ptr::<impl *mut T>::is_null::h7bf9615e18b1710d,,
0x0000000000018d90,24,core::ptr::write::he2b2239f8f8d27e6,,
0x0000000000018dc0,24,core::mem::swap::hfa782efb43e4cc27,,
0x0000000000018df0,24,core::mem::take::h3a84311b891256d0,,
0x0000000000018e20,24,core::mem::replace::h606c4096496fa57b,,
0x0000000000018ec0,24,core::ptr::non_null::NonNull<T>::new::h5a2021fd49daec9b,,
0x0000000000018f70,24,linked_list_allocator::Heap::init::h134180452404e856,,
0x00000000000192f0,24,<linked_list_allocator::LockedHeap as core::alloc::GlobalAlloc>::alloc::{{closure}}::he9bf7032a964c352,,
0x0000000000019980,24,core::sync::atomic::AtomicBool::load::hbe32a4576b89e93d,,
0x00000000000199c0,24,core::sync::atomic::atomic_load::h9adeb081c05bdace,,
0x0000000000019a40,24,core::sync::atomic::AtomicBool::store::hb9ed5f7568f072ad,,
0x0000000000019b00,24,core::intrinsics::copy_nonoverlapping::hbb3bf8992d5b0a10,,
0x0000000000019b40,24,core::intrinsics::copy_nonoverlapping::hd2a2751acbbf39e3,,
0x0000000000019c60,24,core::option::Option<T>::as_mut::hd74f02185717f3c1,,
0x0000000000019ca0,24,core::option::Option<T>::as_ref::hd1ab6da74da93d05,,
0x0000000000019db0,24,core::option::Option<T>::unwrap::h19c74ed2d71af727,,
0x0000000000019df0,24,core::option::Option<T>::unwrap::h351a955530ee05c0,,
0x0000000000019f60,24,core::num::<impl usize>::is_power_of_two::ha77619c54ec22fc8,,
0x0000000000019fc0,24,core::num::<impl usize>::wrapping_sub::hee35f8b914e99737,,
0x0000000000019ff0,24,spin::mutex::Mutex<T>::obtain_lock::h821b796f968cb92d,,
0x000000000001a090,24,<spin::mutex::MutexGuard<T> as core::ops::drop::Drop>::drop::h63f9b32906747bdb,,
0x000000000001a530,24,core::alloc::size_align::h5e87c56093d76d8b,,
0x000000000001e760,24,core::iter::traits::iterator::Iterator::map::h216cafea6ffd45cd,,
0x000000000001e7b0,24,core::iter::traits::iterator::Iterator::map::h679ec6ace88dddba,,
0x000000000001e8d0,24,<&mut I as core::iter::traits::iterator::Iterator>::next::hd8300ae7e8687613,,
0x000000000001e900,24,<core::iter::adapters::Map<I,F> as core::iter::traits::iterator::Iterator>::next::h892f262ae6632e6c,
0x000000000001eb20,24,<core::iter::adapters::Map<I,F> as core::iter::traits::iterator::Iterator>::next::h2e2cc1b989825508,
0x000000000001f300,24,core::ptr::<impl *const T>::add::had7f572ac8d5d1b0,,
0x000000000001f330,24,core::ptr::<impl *const T>::offset::hf34bb12cd35e9254,,
0x000000000001f6a0,24,pic8259_simple::ChainedPics::handles_interrupt::{{closure}}::h345493aa5824d31d,,
0x000000000001f750,24,pic8259_simple::ChainedPics::notify_end_of_interrupt::h7a34c58118823682,,
0x000000000001f7e0,24,core::ptr::<impl *const T>::wrapping_add::h2b81c718ecd09afc,,
0x000000000001f810,24,core::ptr::<impl *const T>::wrapping_offset::h0e99345069d8cb80,,
0x000000000001f860,24,cpuio::Port<T>::write::hc9b24c5912113461,,
0x000000000001f8b0,24,cpuio::UnsafePort<T>::write::he2c900b3de1e937a,,
0x000000000001f910,24,<core::iter::LoopState<C,B> as core::ops::try::Try>::into_result::h347bbfa234dbb8b7,
0x000000000001fbc0,24,core::num::<impl usize>::wrapping_sub::h308e9ca677103b95,,
0x000000000001fdf0,24,core::sync::atomic::AtomicBool::new::h09046dd6f76e7108,,
0x000000000001fe20,24,core::sync::atomic::AtomicBool::load::h019933317d719985,,
0x000000000001fe60,24,core::sync::atomic::AtomicBool::store::h68cd0a0e79872424,,
0x000000000001ffb0,24,core::sync::atomic::AtomicUsize::load::hb30313708c7d0dce,,
0x000000000001ffe0,24,core::sync::atomic::AtomicUsize::store::hdb90295b5ad62688,,
0x0000000000020130,24,core::ptr::<impl *const T>::wrapping_add::h016d86bba1095ac1,,
0x0000000000020160,24,core::ptr::<impl *const T>::wrapping_offset::hbf06acbe695d14e9,,
0x0000000000020190,24,core::ptr::<impl *const T>::add::h33fb28db208d6ec4,,
0x00000000000201c0,24,core::ptr::<impl *const T>::offset::hd03fb119a3ff82cb,,
0x00000000000201f0,24,<spin::once::Finish as core::ops::drop::Drop>::drop::hc958c660d47bd965,,
0x0000000000020230,24,core::sync::atomic::AtomicUsize::store::h2be4681139467879,,
0x00000000000203e0,24,core::option::Option<&T>::cloned::{{closure}}::h04f85e712259a4b7,,
0x0000000000020400,24,core::option::Option<&T>::cloned::h9ef3dfd004cdc985,,
0x0000000000020420,24,core::iter::traits::iterator::Iterator::cloned::haa8375d270dd6edc,,
0x0000000000020590,24,<&T as core::fmt::Display>::fmt::h6220972b671a53fa,,
0x0000000000020a30,24,core::char::methods::<impl char>::len_utf8::he603609358aceff9,,
0x0000000000020be0,24,<&T as core::fmt::Debug>::fmt::ha6cef755401fa9ed,,
0x0000000000020d30,24,x86_64::structures::paging::page_table::PageTableFlags::from_bits_truncate::hbe39ca36ce914e5a,,
0x0000000000020db0,24,core::ptr::<impl *mut T>::add::h4a7c411fc7764dac,,
0x0000000000020de0,24,core::ptr::<impl *mut T>::offset::h79dab96233b0b76b,,
0x0000000000021190,24,<x86_64::structures::paging::page_table::PageTable as core::ops::index::Index<ux::u9>>::index::h0420cb72e093a0f1,,
0x00000000000211f0,24,<x86_64::structures::paging::page_table::PageTable as core::ops::index::IndexMut<ux::u9>>::index_mut::h2a5bc87a2e5e3552,,
0x0000000000021260,24,x86_64::registers::rflags::RFlags::from_bits_truncate::h144e6b533d1b085b,,
0x00000000000213b0,24,core::num::<impl u64>::is_power_of_two::h4646cfa656639b33,,
0x0000000000021410,24,core::num::<impl u64>::wrapping_sub::h01b9a9d47f55de02,,
0x0000000000021810,24,x86_64::structures::paging::frame::PhysFrame<S>::containing_address::h9d2e11a84e3e8faf,,
0x0000000000021ab0,24,core::option::Option<T>::unwrap::h24a6444422b17239,,
0x0000000000021c10,24,x86_64::instructions::segmentation::set_cs::hd8229741a3c6721c,,
0x0000000000021cd0,24,x86_64::structures::paging::page::Page<S>::containing_address::h4e6a5897ef63feb1,,
0x0000000000021d10,24,x86_64::structures::paging::page::Page<S>::p4_index::h188b2221bceeffda,,
0x0000000000021d40,24,x86_64::structures::paging::page::Page<S>::p3_index::h37020a75e5ae1b2c,,
0x0000000000021d70,24,x86_64::structures::paging::page::Page<S>::p2_index::h2b23d115440b1c31,,
0x0000000000021da0,24,x86_64::structures::paging::page::Page::p1_index::h6d2aa5a6af8bf562,,
0x0000000000021dd0,24,core::ptr::<impl *mut T>::wrapping_add::h6a12fac7ffcf2992,,
0x0000000000021e00,24,core::ptr::<impl *mut T>::wrapping_offset::hcf85336d9bc26f39,,
0x00000000000225d0,24,x86_64::structures::idt::Entry<F>::missing::h96b611f49697ce9a,,
0x0000000000022620,24,x86_64::structures::idt::Entry<F>::missing::h64a2bc800841c69f,,
0x0000000000022670,24,x86_64::structures::idt::Entry<F>::missing::h68194126ea1ee0aa,,
0x0000000000022bc0,24,x86_64::structures::idt::EntryOptions::set_present::hb9802975ff96fc79,,
0x0000000000022c80,24,<x86_64::structures::idt::InterruptStackFrame as core::fmt::Debug>::fmt::h82f5113181c6b52b,,
0x0000000000022f60,24,"x86_64::structures::idt::Entry<extern ""x86.interrupt"" fn(&mut x86_64::structures::idt::InterruptStackFrame)>::set_handler_fn::hc9d30ae06fd5d28a",,
0x0000000000022f90,24,x86_64::structures::idt::Entry<F>::set_handler_addr::ha771396d28ecd793,,
0x0000000000023010,24,"x86_64::structures::idt::Entry<extern ""x86.interrupt"" fn(&mut x86_64::structures::idt::InterruptStackFrame", u64)>::set_handler_fn::hed15fc3a80bab0ca,
0x0000000000023040,24,x86_64::structures::idt::Entry<F>::set_handler_addr::h8f0ec517bd594211,,
0x00000000000230c0,24,"x86_64::structures::idt::Entry<extern ""x86.interrupt"" fn(&mut x86_64::structures::idt::InterruptStackFrame", x86_64::structures::idt::PageFaultErrorCode)>::set_handler_fn::hf29f10ac7773b4fa,
0x00000000000230f0,24,x86_64::structures::idt::Entry<F>::set_handler_addr::h827843cb1aecf88b,,
0x0000000000023800,24,x86_64::registers::control::Cr3Flags::from_bits_truncate::h25007d0a1c8c63c9,,
0x0000000000023b30,24,x86_64::structures::gdt::Descriptor::kernel_code_segment::hd692616b10ed6c0c,,
0x0000000000023bb0,24,<x86_64::structures::gdt::DescriptorFlags as core::ops::bit::BitOr>::bitor::hd7e94f97a6ef22bf,,
0x0000000000024290,24,<x86_64::addr::VirtAddr as core::ops::arith::Add<u64>>::add::h1bf75b228d285226,,
0x00000000000242d0,24,<x86_64::addr::VirtAddr as core::ops::arith::Add<usize>>::add::hf65955bce924731e,,
0x0000000000024310,24,<x86_64::addr::VirtAddr as core::ops::arith::Sub<u64>>::sub::h3a260cd94fafd9d4,,
0x00000000000245e0,24,x86_64::addr::PhysAddr::is_aligned::h0c28006e3483880a,,
0x0000000000024750,24,core::result::Result<T,E>::unwrap::ha7b192c4171ea4a4,
0x0000000000004300,16,core::cmp::impls::<impl core::cmp::PartialOrd for i32>::lt::h7e5a881875295ddb,,
0x00000000000043b0,16,core::cmp::impls::<impl core::cmp::PartialOrd for usize>::ge::h7ef17b894302f42c,,
0x0000000000004a90,16,core::cmp::impls::<impl core::cmp::PartialOrd for u64>::lt::h8fed63bfeddb55e3,,
0x00000000000054b0,16,core::cell::UnsafeCell<T>::new::hc2e483f3d9eb4284,,
0x00000000000060f0,16,<core::iter::LoopState<C,B> as core::ops::try::Try>::from_error::hd2584c35e36de9ac,
0x00000000000061a0,16,<core::iter::LoopState<C,B> as core::ops::try::Try>::from_ok::h04fadd37aea34bd2,
0x0000000000006410,16,<core::result::Result<T,E> as core::ops::try::Try>::from_error::hdeb419ea6f09cd37,
0x0000000000006440,16,<core::result::Result<T,E> as core::ops::try::Try>::into_result::hd82f6e6017ac82b3,
0x0000000000006cd0,16,<T as core::convert::From<T>>::from::h4e5a7b7396b0b883,,
0x00000000000079a0,16,core::iter::traits::iterator::Iterator::try_for_each::call::ha18be569a4338c36,,
0x0000000000007a60,16,core::iter::traits::iterator::Iterator::find::check::h1f0752c17bbc122d,,
0x0000000000007c30,16,x86_64::instructions::port::Port<T>::new::hbaa00675a16a1e53,,
0x0000000000008270,16,core::mem::size_of_val::h24e51f8657126b86,,
0x0000000000008290,16,core::mem::align_of_val::h888701bf519c55eb,,
0x00000000000083f0,16,core::cell::UnsafeCell<T>::new::ha88e6938d1669ee3,,
